阿维塔科技,SUV,4880*1970*1601,200,-,五年或12万公里,4880,1970,1601,2975,1678,1678,2160,SUV,4,5,230,370,纯电动,
阿维塔科技,SUV,4880*1970*1601,200,-,五年或12万公里,4880,1970,1601,2975,1678,1678,2240,SUV,4,5,230,370,纯电动,
阿维塔科技,SUV,4880*1970*1601,200,-,五年或12万公里,4880,1970,1601,2975,1678,1678,2240,SUV,4,4,230,370,纯电动,
阿维塔科技,SUV,4880*1970*1601,200,-,五年或12万公里,4880,1970,1601,2975,1678,1678,2160,SUV,4,5,230,370,纯电动,
阿维塔科技,SUV,4880*1970*1601,200,-,五年或12万公里,4880,1970,1601,2975,1678,1678,2280,SUV,4,5,425,650,纯电动,
阿维塔科技,SUV,4880*1970*1601,200,-,五年或12万公里,4880,1970,1601,2975,1678,1678,2240,SUV,4,5,230,370,纯电动,
阿维塔科技,SUV,4880*1970*1601,200,-,五年或12万公里,4880,1970,1601,2975,1678,1678,2365,SUV,4,5,425,650,纯电动,
阿维塔科技,SUV,4880*1970*1601,200,-,五年或12万公里,4880,1970,1601,2975,1678,1678,2280,SUV,4,5,425,650,纯电动,
阿维塔科技,SUV,4880*1970*1601,200,-,五年或12万公里,4880,1970,1601,2975,1678,1678,2365,SUV,4,4,425,650,纯电动,
阿维塔科技,SUV,4880*1970*1601,200,-,五年或12万公里,4880,1970,1601,2975,1678,1678,2160,SUV,4,5,230,370,纯电动,
阿维塔科技,SUV,4880*1970*1601,200,-,五年或12万公里,4880,1970,1601,2975,1678,1678,2280,SUV,4,5,425,650,纯电动,
阿维塔科技,SUV,4880*1970*1601,200,-,五年或12万公里,4880,1970,1601,2975,1678,1678,2280,SUV,4,5,425,650,纯电动,
阿维塔科技,SUV,4880*1970*1601,200,-,五年或12万公里,4880,1970,1601,2975,1678,1678,2365,SUV,4,5,425,650,纯电动,
阿维塔科技,SUV,4880*1970*1601,200,-,五年或12万公里,4880,1970,1601,2975,1678,1678,2280,SUV,4,4,425,650,纯电动,
阿维塔科技,SUV,4880*1970*1601,200,-,五年或12万公里,4880,1970,1601,2975,1678,1678,2280,SUV,4,4,425,650,纯电动,
阿维塔科技,SUV,4880*1970*1601,200,-,五年或12万公里,4880,1970,1601,2975,1678,1678,2365,SUV,4,4,425,650,纯电动,
阿维塔科技,SUV,4880*1970*1601,200,-,五年或12万公里,4880,1970,1601,2975,1678,1678,2425,SUV,4,4,425,650,纯电动,
上汽通用别克,中大型MPV,5238*1878*1800,195,-,三年或10万公里,5238,1878,1800,3088,1602,1605,1945,MPV,5,7,174,350,汽油+48V轻混系统,
上汽通用别克,中大型MPV,5238*1878*1789,195,-,三年或10万公里,5238,1878,1789,3088,1602,1605,2000,MPV,5,7,174,350,汽油+48V轻混系统,
上汽通用别克,中大型MPV,5219*1878*1799,195,-,三年或10万公里,5219,1878,1799,3088,1612,1626,2050,MPV,5,7,174,350,汽油+48V轻混系统,
